state,year,crime_group,crime_subgroup,cases_stolen,value_stolen,cases_recovered,value_recovered,source_dataset
Kerala,2003,Robbery - Property,2. Robbery,574,15669137,263,8815820,property_stolen_and_recovered
Lakshadweep,2003,Robbery - Property,2. Robbery,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2003,Robbery - Property,2. Robbery,1577,70386234,899,45683930,property_stolen_and_recovered
Maharashtra,2003,Robbery - Property,2. Robbery,2054,135808903,1072,35878422,property_stolen_and_recovered
Manipur,2003,Robbery - Property,2. Robbery,6,1253600,1,2600,property_stolen_and_recovered
Meghalaya,2003,Robbery - Property,2. Robbery,133,962084,9,232500,property_stolen_and_recovered
Mizoram,2003,Robbery - Property,2. Robbery,21,142740,14,111087,property_stolen_and_recovered
Nagaland,2003,Robbery - Property,2. Robbery,78,917826,14,322326,property_stolen_and_recovered
Odisha,2003,Robbery - Property,2. Robbery,864,20192140,518,11007786,property_stolen_and_recovered
Puducherry,2003,Robbery - Property,2. Robbery,11,376950,8,296550,property_stolen_and_recovered
Punjab,2003,Robbery - Property,2. Robbery,108,15369559,64,4831944,property_stolen_and_recovered
Rajasthan,2003,Robbery - Property,2. Robbery,579,64963801,342,26645352,property_stolen_and_recovered
Sikkim,2003,Robbery - Property,2. Robbery,3,1857000,1,65000,property_stolen_and_recovered
Tamil Nadu,2003,Robbery - Property,2. Robbery,514,31734288,406,20138103,property_stolen_and_recovered
Tripura,2003,Robbery - Property,2. Robbery,69,920140,13,64820,property_stolen_and_recovered
Uttar Pradesh,2003,Robbery - Property,2. Robbery,1526,116065877,768,57737540,property_stolen_and_recovered
Uttarakhand,2003,Robbery - Property,2. Robbery,140,7871942,80,3444896,property_stolen_and_recovered
West Bengal,2003,Robbery - Property,2. Robbery,598,25410123,237,8650756,property_stolen_and_recovered
Andaman & Nicobar Islands,2004,Robbery - Property,2. Robbery,3,62000,2,62000,property_stolen_and_recovered
Andhra Pradesh,2004,Robbery - Property,2. Robbery,563,22674264,275,11176441,property_stolen_and_recovered
Arunachal Pradesh,2004,Robbery - Property,2. Robbery,45,953041,12,355334,property_stolen_and_recovered
Assam,2004,Robbery - Property,2. Robbery,505,12619548,113,3026409,property_stolen_and_recovered
Bihar,2004,Robbery - Property,2. Robbery,2986,99789799,417,21554308,property_stolen_and_recovered
Chandigarh,2004,Robbery - Property,2. Robbery,6,213500,6,213500,property_stolen_and_recovered
Chhattisgarh,2004,Robbery - Property,2. Robbery,363,7373791,211,2743037,property_stolen_and_recovered
Dadra & Nagar Haveli,2004,Robbery - Property,2. Robbery,2,423000,1,300000,property_stolen_and_recovered
Daman & Diu,2004,Robbery - Property,2. Robbery,1,100000,1,100000,property_stolen_and_recovered
Delhi,2004,Robbery - Property,2. Robbery,461,447757606,394,6477132,property_stolen_and_recovered
Goa,2004,Robbery - Property,2. Robbery,17,1095580,8,428500,property_stolen_and_recovered
Gujarat,2004,Robbery - Property,2. Robbery,1113,101969124,545,29490474,property_stolen_and_recovered
Haryana,2004,Robbery - Property,2. Robbery,244,38088024,183,26742282,property_stolen_and_recovered
Himachal Pradesh,2004,Robbery - Property,2. Robbery,20,1867003,11,708452,property_stolen_and_recovered
Jammu & Kashmir,2004,Robbery - Property,2. Robbery,129,8646245,45,4988990,property_stolen_and_recovered
Jharkhand,2004,Robbery - Property,2. Robbery,780,32622977,181,3638064,property_stolen_and_recovered
Karnataka,2004,Robbery - Property,2. Robbery,1024,50277676,444,22060214,property_stolen_and_recovered
Kerala,2004,Robbery - Property,2. Robbery,606,18106829,287,5816571,property_stolen_and_recovered
Lakshadweep,2004,Robbery - Property,2. Robbery,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2004,Robbery - Property,2. Robbery,1526,71765279,957,38859520,property_stolen_and_recovered
Maharashtra,2004,Robbery - Property,2. Robbery,2162,167819863,1096,38418904,property_stolen_and_recovered
Manipur,2004,Robbery - Property,2. Robbery,3,197000,0,0,property_stolen_and_recovered
Meghalaya,2004,Robbery - Property,2. Robbery,73,873080,17,314120,property_stolen_and_recovered
Mizoram,2004,Robbery - Property,2. Robbery,6,32700,4,30500,property_stolen_and_recovered
Nagaland,2004,Robbery - Property,2. Robbery,27,2707263,3,6200,property_stolen_and_recovered
Odisha,2004,Robbery - Property,2. Robbery,952,24510172,502,12041389,property_stolen_and_recovered
Puducherry,2004,Robbery - Property,2. Robbery,1,4600,1,4600,property_stolen_and_recovered
Punjab,2004,Robbery - Property,2. Robbery,78,18465131,51,7235710,property_stolen_and_recovered
Rajasthan,2004,Robbery - Property,2. Robbery,611,39917624,341,29595467,property_stolen_and_recovered
Sikkim,2004,Robbery - Property,2. Robbery,5,133000,0,0,property_stolen_and_recovered
Tamil Nadu,2004,Robbery - Property,2. Robbery,464,20762642,367,14462038,property_stolen_and_recovered
Tripura,2004,Robbery - Property,2. Robbery,46,818007,12,193175,property_stolen_and_recovered
Uttar Pradesh,2004,Robbery - Property,2. Robbery,2022,186663110,992,106136689,property_stolen_and_recovered
Uttarakhand,2004,Robbery - Property,2. Robbery,134,6411727,61,2925745,property_stolen_and_recovered
West Bengal,2004,Robbery - Property,2. Robbery,535,24286195,205,8811553,property_stolen_and_recovered
Andaman & Nicobar Islands,2005,Robbery - Property,2. Robbery,4,44840,4,44840,property_stolen_and_recovered
Andhra Pradesh,2005,Robbery - Property,2. Robbery,784,29807447,358,11824646,property_stolen_and_recovered
Arunachal Pradesh,2005,Robbery - Property,2. Robbery,77,1668677,27,545199,property_stolen_and_recovered
Assam,2005,Robbery - Property,2. Robbery,451,13050733,114,2836984,property_stolen_and_recovered
Bihar,2005,Robbery - Property,2. Robbery,2374,65234508,439,17663039,property_stolen_and_recovered
Chandigarh,2005,Robbery - Property,2. Robbery,12,1085150,10,1039650,property_stolen_and_recovered
Chhattisgarh,2005,Robbery - Property,2. Robbery,401,10051593,217,3840349,property_stolen_and_recovered
Dadra & Nagar Haveli,2005,Robbery - Property,2. Robbery,2,75000,2,75000,property_stolen_and_recovered
Daman & Diu,2005,Robbery - Property,2. Robbery,0,0,0,0,property_stolen_and_recovered
Delhi,2005,Robbery - Property,2. Robbery,510,41203747,450,6965983,property_stolen_and_recovered
Goa,2005,Robbery - Property,2. Robbery,25,3378441,12,1248880,property_stolen_and_recovered
Gujarat,2005,Robbery - Property,2. Robbery,935,60100567,523,23294791,property_stolen_and_recovered
Haryana,2005,Robbery - Property,2. Robbery,374,60538254,280,41194198,property_stolen_and_recovered
Himachal Pradesh,2005,Robbery - Property,2. Robbery,22,1581207,10,605113,property_stolen_and_recovered
Jammu & Kashmir,2005,Robbery - Property,2. Robbery,116,7010730,46,2173713,property_stolen_and_recovered
Jharkhand,2005,Robbery - Property,2. Robbery,698,21285370,163,4926094,property_stolen_and_recovered
Karnataka,2005,Robbery - Property,2. Robbery,1202,42655860,671,19082002,property_stolen_and_recovered
Kerala,2005,Robbery - Property,2. Robbery,544,25519168,233,6015450,property_stolen_and_recovered
Lakshadweep,2005,Robbery - Property,2. Robbery,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2005,Robbery - Property,2. Robbery,1557,68609510,909,35834684,property_stolen_and_recovered
Maharashtra,2005,Robbery - Property,2. Robbery,2362,130676723,1331,44310345,property_stolen_and_recovered
Manipur,2005,Robbery - Property,2. Robbery,8,522270,0,0,property_stolen_and_recovered
Meghalaya,2005,Robbery - Property,2. Robbery,83,1578747,15,381120,property_stolen_and_recovered
Mizoram,2005,Robbery - Property,2. Robbery,6,16600,1,300,property_stolen_and_recovered
Nagaland,2005,Robbery - Property,2. Robbery,80,1042890,20,96175,property_stolen_and_recovered
Odisha,2005,Robbery - Property,2. Robbery,998,22663185,583,7942225,property_stolen_and_recovered
Puducherry,2005,Robbery - Property,2. Robbery,5,798440,2,20740,property_stolen_and_recovered
Punjab,2005,Robbery - Property,2. Robbery,85,27689697,71,15258540,property_stolen_and_recovered
Rajasthan,2005,Robbery - Property,2. Robbery,548,46054818,349,32373616,property_stolen_and_recovered
Sikkim,2005,Robbery - Property,2. Robbery,4,235000,0,0,property_stolen_and_recovered
Tamil Nadu,2005,Robbery - Property,2. Robbery,437,23283451,361,15226396,property_stolen_and_recovered
Tripura,2005,Robbery - Property,2. Robbery,61,1036433,10,297270,property_stolen_and_recovered
Uttar Pradesh,2005,Robbery - Property,2. Robbery,1621,147111016,854,64892746,property_stolen_and_recovered
Uttarakhand,2005,Robbery - Property,2. Robbery,138,8365375,59,4577845,property_stolen_and_recovered
West Bengal,2005,Robbery - Property,2. Robbery,426,13592390,154,4441585,property_stolen_and_recovered
Andaman & Nicobar Islands,2006,Robbery - Property,2. Robbery,5,22040,5,22000,property_stolen_and_recovered
Andhra Pradesh,2006,Robbery - Property,2. Robbery,669,42224671,339,18259006,property_stolen_and_recovered
Arunachal Pradesh,2006,Robbery - Property,2. Robbery,74,2528410,37,1093299,property_stolen_and_recovered
Assam,2006,Robbery - Property,2. Robbery,544,11828104,110,4390325,property_stolen_and_recovered
Bihar,2006,Robbery - Property,2. Robbery,2169,50321173,382,14838928,property_stolen_and_recovered
Chandigarh,2006,Robbery - Property,2. Robbery,34,526600,31,320550,property_stolen_and_recovered
Chhattisgarh,2006,Robbery - Property,2. Robbery,439,23284457,268,9272542,property_stolen_and_recovered
Dadra & Nagar Haveli,2006,Robbery - Property,2. Robbery,5,103400,3,9600,property_stolen_and_recovered
Daman & Diu,2006,Robbery - Property,2. Robbery,1,592680,0,0,property_stolen_and_recovered
Delhi,2006,Robbery - Property,2. Robbery,541,54404619,480,13040415,property_stolen_and_recovered
Goa,2006,Robbery - Property,2. Robbery,16,3449800,7,76650,property_stolen_and_recovered
Gujarat,2006,Robbery - Property,2. Robbery,932,45487893,516,22271713,property_stolen_and_recovered
Haryana,2006,Robbery - Property,2. Robbery,408,63152965,309,45978237,property_stolen_and_recovered
Himachal Pradesh,2006,Robbery - Property,2. Robbery,29,3503690,21,2513990,property_stolen_and_recovered
Jammu & Kashmir,2006,Robbery - Property,2. Robbery,112,4269164,32,2245019,property_stolen_and_recovered
Jharkhand,2006,Robbery - Property,2. Robbery,772,24756183,133,4065780,property_stolen_and_recovered
Karnataka,2006,Robbery - Property,2. Robbery,1349,61989790,712,24572555,property_stolen_and_recovered
Kerala,2006,Robbery - Property,2. Robbery,605,19206824,244,5442681,property_stolen_and_recovered
Lakshadweep,2006,Robbery - Property,2. Robbery,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2006,Robbery - Property,2. Robbery,1770,78103291,1063,31142976,property_stolen_and_recovered
Maharashtra,2006,Robbery - Property,2. Robbery,2540,155404631,1498,50673143,property_stolen_and_recovered
Manipur,2006,Robbery - Property,2. Robbery,8,68000,0,0,property_stolen_and_recovered
Meghalaya,2006,Robbery - Property,2. Robbery,65,1703447,13,846845,property_stolen_and_recovered
Mizoram,2006,Robbery - Property,2. Robbery,10,162397,5,32563,property_stolen_and_recovered
Nagaland,2006,Robbery - Property,2. Robbery,82,53227971,21,570200,property_stolen_and_recovered
Odisha,2006,Robbery - Property,2. Robbery,1184,47359024,661,17714523,property_stolen_and_recovered
Puducherry,2006,Robbery - Property,2. Robbery,3,110000,1,10000,property_stolen_and_recovered
Punjab,2006,Robbery - Property,2. Robbery,142,21920047,105,12998828,property_stolen_and_recovered
Rajasthan,2006,Robbery - Property,2. Robbery,581,57790782,392,48425753,property_stolen_and_recovered
Sikkim,2006,Robbery - Property,2. Robbery,9,151600,2,47000,property_stolen_and_recovered
Tamil Nadu,2006,Robbery - Property,2. Robbery,450,22634231,360,16812034,property_stolen_and_recovered
Tripura,2006,Robbery - Property,2. Robbery,71,1423080,21,283620,property_stolen_and_recovered
Uttar Pradesh,2006,Robbery - Property,2. Robbery,1565,147203219,851,78744260,property_stolen_and_recovered
Uttarakhand,2006,Robbery - Property,2. Robbery,113,6014979,49,1663815,property_stolen_and_recovered
West Bengal,2006,Robbery - Property,2. Robbery,426,28000059,158,7073804,property_stolen_and_recovered
Andaman & Nicobar Islands,2007,Robbery - Property,2. Robbery,9,239690,6,164690,property_stolen_and_recovered
Andhra Pradesh,2007,Robbery - Property,2. Robbery,604,42748748,332,21691492,property_stolen_and_recovered
Arunachal Pradesh,2007,Robbery - Property,2. Robbery,75,3324408,38,1969700,property_stolen_and_recovered
Assam,2007,Robbery - Property,2. Robbery,496,14447990,120,3187208,property_stolen_and_recovered
Bihar,2007,Robbery - Property,2. Robbery,1787,68305746,333,15551687,property_stolen_and_recovered
Chandigarh,2007,Robbery - Property,2. Robbery,37,1616410,31,652410,property_stolen_and_recovered
Chhattisgarh,2007,Robbery - Property,2. Robbery,427,18400122,263,8314313,property_stolen_and_recovered
Dadra & Nagar Haveli,2007,Robbery - Property,2. Robbery,3,30000,3,30000,property_stolen_and_recovered
Daman & Diu,2007,Robbery - Property,2. Robbery,2,3000,0,0,property_stolen_and_recovered
Delhi,2007,Robbery - Property,2. Robbery,557,48600840,478,9950516,property_stolen_and_recovered
Goa,2007,Robbery - Property,2. Robbery,22,6447620,13,5148378,property_stolen_and_recovered
Gujarat,2007,Robbery - Property,2. Robbery,1057,54092964,540,22082579,property_stolen_and_recovered
Haryana,2007,Robbery - Property,2. Robbery,502,86991285,359,58084857,property_stolen_and_recovered
Himachal Pradesh,2007,Robbery - Property,2. Robbery,23,4318120,9,1694900,property_stolen_and_recovered
Jammu & Kashmir,2007,Robbery - Property,2. Robbery,107,7023680,35,3923180,property_stolen_and_recovered
Jharkhand,2007,Robbery - Property,2. Robbery,771,37472789,136,7553353,property_stolen_and_recovered
Karnataka,2007,Robbery - Property,2. Robbery,1307,66346393,845,25775141,property_stolen_and_recovered
Kerala,2007,Robbery - Property,2. Robbery,726,28914973,345,7091344,property_stolen_and_recovered
Lakshadweep,2007,Robbery - Property,2. Robbery,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2007,Robbery - Property,2. Robbery,1975,89208369,1126,51082895,property_stolen_and_recovered
Maharashtra,2007,Robbery - Property,2. Robbery,2732,167474105,1616,53930063,property_stolen_and_recovered
Manipur,2007,Robbery - Property,2. Robbery,11,1392300,0,0,property_stolen_and_recovered
Meghalaya,2007,Robbery - Property,2. Robbery,56,1402381,10,700100,property_stolen_and_recovered
Mizoram,2007,Robbery - Property,2. Robbery,4,44350,3,39300,property_stolen_and_recovered
Nagaland,2007,Robbery - Property,2. Robbery,74,8066498,7,1321900,property_stolen_and_recovered
Odisha,2007,Robbery - Property,2. Robbery,1273,62957837,690,17860648,property_stolen_and_recovered
